COMPUTE_CENTROID	WOZ	BEDR_KLAS	P_WW_UIT	AO_UIT_TOT	P_15_24_JR	P_ANT_ARU	P_MARROK	MOTOR_2W	P_OVER_NW	P_SURINAM	P_65_EO_JR	P_EENP_HH	DEK_PERC	P_0_14_JR	P_HH_M_K	AUTO_LAND	OPP_TOT	P_TURKIJE	AANTAL_HH	OAD	OPP_WATER	GM_CODE	AO_UIT_MUT	P_AO_UIT	GM_NAAM	POSTCODE	BEV_DICHTH	OPP_LAND	P_GEWASSEN	WW_UIT_TOT	P_INDUSTRI	AUTO_TOT	P_45_64_JR	AUTO_HH	BEDR_AUTO	GEM_HH_GR	P_COMBI	P_VEETEELT	P_COM_DV	WONINGEN	P_WEST_AL	AANT_MAN	AUTO_MUT	STED	P_N_COM_DV	AGRA_BEDR	P_25_44_JR	AANT_VROUW	P_N_W_AL	P_HH_Z_K	AANT_INW
390.3697111288431 311.64088254451485	139	7	35	1760	11	0	2	800	2	0	12	26	-999999999	20	41	204	5700	3	9730	722	450	GM1684	-1	105	Cuijk	.	460	5250	33	590	22	10685	27	1.0	1700	2.5	16	51	61	9650	10	12200	1	4	17	160	31	11980	8	34	24180
360.4587962165923 311.11682284335683	181	7	21	910	12	0	0	675	1	0	12	20	-999999999	20	48	98	7068	0	5340	383	28	GM1685	-2	91	Landerd	.	210	7040	23	220	28	6920	28	1.2	1750	2.7	11	66	60	5155	4	7570	2	5	13	225	28	7230	2	32	14810
468.1865845610283 558.6019616950613	160	7	26	1310	10	0	0	1275	1	0	16	24	-999999999	20	41	49	22635	0	9320	270	157	GM1690	-3	86	De Wolden	.	106	22478	9	390	22	11045	28	1.1	2255	2.5	5	86	57	9185	3	11910	2	5	22	575	26	11940	1	35	23850
66.32266756513695 278.1382543099715	109	6	29	390	8	0	0	325	1	0	19	28	-999999999	16	32	40	12061	0	3130	194	3453	GM1695	-1	85	Noord-Beveland	.	83	8608	75	130	17	3430	31	1.0	680	2.2	8	17	58	3850	7	3580	3	5	25	125	26	3550	2	40	7120
271.7319107440222 438.67045925595113	218	8	24	1170	9	0	0	820	2	0	16	28	-999999999	19	39	238	7655	0	9640	513	2853	GM1696	-2	77	Wijdemeren	.	486	4802	16	370	22	11415	30	1.1	2045	2.4	3	81	63	9460	8	11400	1	4	15	110	26	11930	3	34	23330
476.9221968399748 657.3880864740887	137	8	34	1640	9	0	0	1295	2	0	17	27	-999999999	19	36	72	20536	0	13350	602	414	GM1699	-3	80	Noordenveld	.	160	20122	9	700	17	14565	29	1.0	2235	2.4	6	85	63	12955	5	16100	0	4	20	290	26	16020	3	36	32130
503.4029882169454 495.5880596914109	125	8	26	2310	14	0	-999999999	1330	1	0	12	20	-999999999	21	50	138	10817	0	11890	516	185	GM1700	-1	101	Twenterand	.	315	10631	11	600	28	14685	25	0.9	2880	2.8	11	78	57	11865	3	16930	1	4	15	330	29	16570	1	30	33490
455.91620042922887 592.6289507603109	161	7	26	1230	9	0	0	870	1	0	19	27	-999999999	17	35	32	28275	0	7900	185	376	GM1701	-5	102	Westerveld	.	68	27899	11	310	21	8795	29	1.2	1845	2.4	4	85	59	7685	4	9540	2	5	20	350	25	9500	2	38	19040
389.0790002328053 286.37414692078426	175	6	20	690	11	0	0	555	1	0	15	22	-999999999	22	46	51	9981	0	4300	222	49	GM1702	-4	91	Sint Anthonis	.	119	9932	20	150	25	5110	25	1.1	1065	2.7	14	66	53	4150	4	6060	2	5	21	420	28	5790	2	32	11840
404.109431021616 357.5895544149209	151	8	24	2310	11	0	0	1865	1	0	12	21	-999999999	20	44	321	6918	0	16640	753	646	GM1705	-2	78	Lingewaard	.	686	6272	62	710	24	20140	29	1.2	3150	2.6	9	29	59	16605	7	21420	-4	4	18	330	29	21600	2	35	43020
351.0218967172421 203.34216406214497	176	7	31	1100	10	0	0	910	1	0	14	23	-999999999	18	42	128	7814	0	7980	538	134	GM1706	-5	80	Cranendonck	.	262	7679	34	430	29	9865	30	1.2	1685	2.5	15	51	58	8190	12	10240	0	4	13	180	28	9910	2	36	20150
415.85967879783004 571.5108676420622	121	8	30	2530	11	0	0	1870	2	0	16	28	-999999999	19	38	60	32169	1	17630	556	3056	GM1708	-2	92	Steenwijkerland	.	147	29112	8	810	22	17505	26	0.9	3220	2.4	6	86	60	17630	4	21440	3	4	18	510	27	21400	3	34	42850
186.68477092461595 297.20943026905826	145	8	29	1750	10	0	0	1325	1	0	13	23	-999999999	18	41	106	18399	1	14690	615	2489	GM1709	-1	71	Moerdijk	.	231	15910	72	720	22	16925	28	1.1	3550	2.5	10	18	64	14780	5	18390	1	4	14	285	29	18380	3	36	36780
400.49779751392003 153.20739981202138	147	8	32	2990	10	0	0	1215	2	0	16	25	-999999999	16	40	145	10380	0	13140	587	138	GM1711	-2	134	Echt-Susteren	.	314	10243	40	720	21	14885	31	1.1	2295	2.4	22	39	63	12935	14	16060	2	4	16	230	28	16130	2	35	32190
24.65878705984733 217.63922193716914	85	8	28	1400	9	0	0	860	2	0	21	31	-999999999	16	32	41	30701	0	10980	316	2674	GM1714	0	90	Sluis	.	88	28027	80	430	14	11590	29	1.0	1890	2.2	11	9	69	13505	20	12090	1	5	18	600	25	12500	2	37	24600
220.43133243065412 307.29228720828655	155	8	21	1510	11	0	0	1040	1	0	13	21	-999999999	19	43	123	11920	0	10260	625	2296	GM1719	-2	82	Drimmelen	.	277	9624	49	390	23	11815	30	1.1	1885	2.6	10	41	62	10295	5	13330	1	4	15	270	28	13330	1	36	26660
338.9818183444952 303.0272697509381	178	8	22	1780	12	0	0	1340	1	0	12	20	-999999999	21	49	143	9038	0	10440	549	60	GM1721	-1	92	Bernheze	.	322	8977	11	420	30	12870	27	1.2	3035	2.7	14	75	57	10245	4	14610	2	4	13	425	28	14260	1	31	28870
384.2117480664007 713.2108688615414	88	6	40	490	12	0	0	400	1	0	13	26	-999999999	20	42	38	13318	0	3530	195	3553	GM1722	-4	80	Ferwerderadiel	.	92	9765	26	240	29	3725	27	1.0	1025	2.5	7	66	50	3620	3	4630	1	5	21	190	28	4380	1	32	9010
240.10508376404738 257.4043165473469	204	6	20	370	11	0	0	385	1	0	14	20	-999999999	20	46	51	9364	-999999999	3560	250	47	GM1723	-2	60	Alphen-Chaam	.	101	9318	26	130	23	4745	29	1.3	920	2.7	16	58	58	3540	11	4760	3	5	18	295	26	4660	1	34	9410
310.7936054780444 209.27690228489678	195	7	28	920	11	0	0	985	1	0	13	21	-999999999	20	44	84	10179	0	6860	459	74	GM1724	-3	76	Bergeijk	.	180	10104	32	340	31	8515	28	1.2	1835	2.6	13	55	55	6815	7	9220	1	5	14	280	28	8920	2	34	18140
294.93976405613796 224.810412335518	181	7	24	1060	12	0	0	965	1	0	12	22	-999999999	20	45	118	7571	0	7190	537	28	GM1728	-2	81	Bladel	.	254	7542	18	310	33	8875	27	1.2	1990	2.6	10	72	54	7045	6	9720	1	4	13	220	29	9430	2	33	19150
399.56227481680213 82.44726308906547	157	7	30	1130	10	0	0	535	1	0	16	23	-999999999	16	41	97	7337	0	6100	241	19	GM1729	-5	110	Gulpen-Wittem	.	207	7318	24	310	16	7120	32	1.1	945	2.5	14	62	69	6230	12	7600	1	5	15	165	26	7540	1	36	15140
501.6201102439948 658.1420949300301	142	8	29	1700	9	0	0	1155	2	0	18	27	-999999999	19	37	102	14765	0	13090	448	393	GM1730	0	84	Tynaarlo	.	224	14373	17	590	15	14680	29	1.1	1925	2.4	5	78	61	12985	5	15800	1	5	25	245	25	16400	2	37	32200
493.26964232423217 600.4726583868642	127	8	33	2070	10	0	0	1590	1	0	15	25	-999999999	19	40	42	34582	0	13190	353	429	GM1731	-3	97	Midden-Drenthe	.	96	34153	34	700	22	14270	28	1.0	2960	2.5	11	55	58	12975	4	16330	2	5	20	605	27	16470	1	35	32810
378.7089896576294 363.1686755352989	151	8	23	2020	10	0	0	1740	1	0	12	21	-999999999	21	44	168	11498	1	15790	668	558	GM1734	-2	74	Overbetuwe	.	376	10940	35	630	20	18345	27	1.1	2940	2.6	10	56	62	15665	7	20470	3	4	18	335	29	20700	3	34	41180
503.04498536678165 442.6488099316539	147	8	23	2020	10	0	0	1480	2	0	17	26	-999999999	19	40	78	21544	1	13850	535	226	GM1735	-3	90	Hof van Twente	.	164	21318	10	510	24	16565	28	1.1	2945	2.5	14	76	57	13790	5	17430	-2	4	19	780	26	17570	3	34	35000
348.9058179418418 360.8984644976509	157	7	20	1000	13	0	1	750	1	0	11	20	-999999999	24	50	157	6811	0	7600	347	699	GM1740	4	69	Neder-Betuwe	.	365	6112	56	250	27	9570	24	1.2	1975	2.9	9	35	59	7445	4	11100	2	5	14	280	28	11190	2	30	22290
478.9263492951434 456.07429843868783	139	8	21	1890	13	0	0	1155	1	0	14	22	-999999999	23	48	166	9440	3	12670	973	22	GM1742	0	83	Rijssen-Holten	.	384	9418	7	480	24	15680	23	1.2	2910	2.8	9	84	62	12675	3	17950	4	4	14	265	27	18220	4	31	36170
349.57661567349925 239.63851418639956	146	8	30	2050	11	1	1	1280	2	1	15	27	-999999999	18	39	551	3139	1	15570	1163	34	GM1771	0	81	Geldrop-Mierlo	.	1213	3106	25	770	24	17120	27	1.0	2330	2.4	22	54	60	15790	9	18630	2	3	16	65	29	19050	5	34	37680
435.6044111834214 474.369129683849	150	7	22	1080	11	0	0	750	1	0	15	23	-999999999	20	43	63	11838	1	6520	373	422	GM1773	1	97	Olst-Wijhe	.	149	11416	8	250	20	7230	27	1.1	1140	2.6	8	83	60	6525	4	8570	1	5	20	370	27	8470	2	33	17040
552.140207887701 477.77981849824783	158	7	21	1360	10	0	-999999999	1090	1	0	16	20	-999999999	22	48	66	17681	0	9260	404	102	GM1774	-3	83	Dinkelland	.	148	17578	7	350	22	11535	25	1.2	2495	2.8	13	80	60	9330	6	13240	1	5	17	740	28	12860	1	32	26090
137.40950105618623 382.7109442653016	151	9	10	4230	12	0	1	3180	1	1	13	23	-999999999	20	44	533	9059	0	36740	1192	1068	GM1783	-1	65	Westland	.	1217	7990	99	740	27	42555	26	1.1	9700	2.6	1	1	60	37620	4	48620	3	3	13	1555	29	48650	4	33	97270
151.05119535209116 374.387905812411	178	7	10	490	12	0	1	600	1	0	12	22	-999999999	22	46	162	4938	0	6310	1103	192	GM1842	0	43	Midden-Delfland	.	360	4745	54	120	23	7675	25	1.2	2115	2.7	1	45	58	6300	5	8720	0	3	19	210	29	8360	3	31	17070
387.81262302480906 133.2565463768887	128	9	38	8370	11	0	2	3245	2	0	16	33	-999999999	17	35	555	8141	0	43210	1266	155	GM1883	-2	128	Sittard-Geleen	.	1221	7986	62	2490	17	44360	27	1.0	5855	2.2	6	32	64	42590	16	47990	1	3	18	105	29	49490	5	32	97490
421.33547823111263 533.2797165074561	119	7	15	940	14	0	0	675	1	0	10	23	-999999999	25	49	102	8791	0	7710	629	515	GM1896	-2	65	Zwartewaterland	.	266	8276	2	200	30	8425	23	1.0	2550	2.9	0	98	56	7705	3	11130	2	4	14	185	28	10910	2	29	22030
169.43842350941898 405.5566372695495	141	9	20	3380	9	1	1	1950	6	3	19	38	-999999999	16	31	964	3566	1	34480	2711	286	GM1916	-3	70	Leidschendam-Voorburg	.	2251	3280	23	950	14	31625	28	0.9	3315	2.1	1	76	64	34520	14	35260	0	1	21	95	28	38570	12	31	73830
169.12168760928336 387.3279807931892	167	8	15	1480	10	1	1	1385	2	2	11	21	-999999999	24	48	405	3860	0	13920	1036	95	GM1926	0	59	Pijnacker-Nootdorp	.	1001	3765	82	330	24	15245	23	1.0	2395	2.7	1	17	61	14145	7	18970	6	3	15	305	33	18720	6	32	37700
398.01064267785006 178.18371858429396	152	6	34	880	10	0	0	385	1	0	15	20	-999999999	16	42	196	2536	0	3080	295	583	GM1937	-2	153	Heel	.	427	1953	28	200	26	3830	33	1.2	565	2.5	33	39	55	3070	9	4180	1	5	19	15	26	4150	1	38	8340
542.5623115596507 676.3759062855481	94	6	46	950	10	0	0	620	1	0	12	23	-999999999	19	41	69	8162	0	5130	329	125	GM1987	-3	109	Menterwolde	.	157	8037	61	400	22	5510	30	1.0	860	2.5	14	25	53	5240	4	6360	1	5	25	120	29	6260	2	35	12620
246.54825243102394 241.45557920784583	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	GM9999	null	null			null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
